show,showLen,showStops,showSegues,showEncore,showBereakout,showSets,showSetsAcustic,showSetsElectric,set1Len,set1Stops,set1Segues,set1Breakouts,set2Len,set3Stops,set2Segues,set2Breakouts,set3Len,set3Stops,set3Segues,set3Breakouts,showType,linup,guests
2302,19,12,7,1,133,2,0,0,8,6,2,59,11,6,5,74,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2305,18,11,7,1,131,2,0,0,7,6,1,43,11,5,6,88,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2304,20,14,6,1,155,2,0,0,8,8,0,55,12,6,6,100,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2307,18,11,7,1,115,2,0,0,7,7,0,58,11,4,7,57,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2306,19,12,7,2,392,2,0,0,8,8,0,244,11,4,7,148,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey, Edie Brickell,
245,2,2,0,0,30,1,0,0,2,2,0,30,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill,,
249,1,1,0,0,11,1,0,0,1,1,0,11,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill,,
248,2,2,0,0,198,1,0,0,2,2,0,198,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill, Neil Cassidy,
2275,18,9,9,1,140,2,0,0,7,6,1,51,11,3,8,89,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2274,20,13,7,1,180,2,0,0,9,9,0,96,11,4,7,84,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2277,20,11,9,1,98,2,0,0,9,7,2,62,11,4,7,36,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2276,20,10,10,1,160,2,0,0,8,8,0,97,12,2,10,63,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2271,20,12,8,2,180,2,0,0,8,7,1,81,12,5,7,99,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2270,19,9,10,1,91,2,0,0,6,6,0,35,13,3,10,56,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2273,16,10,6,1,98,2,0,0,6,6,0,46,10,4,6,52,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2272,17,12,5,1,762,2,0,0,7,7,0,656,10,5,5,106,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2279,18,8,10,1,259,2,0,0,6,6,0,50,12,2,10,209,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2278,18,9,9,1,96,2,0,0,7,7,0,33,11,2,9,63,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2154,19,10,9,1,69,2,0,0,7,7,0,24,12,3,9,45,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2454,18,13,5,2,139,2,0,0,7,7,0,93,11,6,5,46,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2451,17,10,7,1,196,2,0,0,7,7,0,73,10,3,7,123,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2450,18,11,7,1,184,2,0,0,8,8,0,135,10,3,7,49,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2453,19,13,6,1,148,2,0,0,8,8,0,67,11,5,6,81,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2452,18,10,8,1,517,2,0,0,7,6,1,445,11,4,7,72,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2155,16,9,7,1,114,2,0,0,7,7,0,36,9,2,7,78,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2051,21,10,11,1,148,2,0,0,9,7,2,70,12,3,9,78,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
2050,17,9,8,1,92,2,0,0,7,7,0,44,10,2,8,48,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey, Branford Marsalis (saxophone),
2053,18,8,10,1,131,2,0,0,7,6,1,45,11,2,9,86,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
2052,22,12,10,1,206,2,0,0,10,9,1,145,12,3,9,61,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
2055,22,11,11,1,154,2,0,0,11,9,2,130,11,2,9,24,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
2054,20,8,12,1,115,2,0,0,9,6,3,61,11,2,9,54,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
2057,20,11,9,1,104,2,0,0,8,8,0,47,12,3,9,57,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
2056,20,15,5,1,84,2,0,0,8,8,0,33,12,7,5,51,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
2059,20,11,9,1,115,2,0,0,8,8,0,58,12,3,9,57,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
2058,22,12,10,1,100,2,0,0,10,9,1,52,12,3,9,48,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1500,2,2,0,0,38,1,0,0,2,2,0,38,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob,,
1501,21,9,12,1,135,2,0,0,10,7,3,71,11,2,9,64,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1506,19,8,11,1,39,2,0,0,10,6,4,25,9,2,7,14,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1507,23,9,14,1,91,2,0,0,9,5,4,35,14,4,10,56,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1504,24,10,14,1,142,2,0,0,11,6,5,51,13,4,9,91,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1505,22,9,13,1,139,2,0,0,10,7,3,82,12,2,10,57,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
2157,17,8,9,1,140,2,0,0,7,6,1,77,10,2,8,63,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2150,20,10,10,1,114,2,0,0,7,7,0,51,13,3,10,63,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
1601,21,9,12,1,120,2,0,0,10,6,4,67,11,3,8,53,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1976,21,10,11,1,140,2,0,0,9,8,1,94,12,2,10,46,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
659,24,13,11,1,71,1,0,0,24,13,11,71,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey,,
1975,19,12,7,1,185,2,0,0,9,7,2,86,10,5,5,99,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1365,31,21,10,1,109,3,0,0,10,9,1,16,10,8,2,65,11,4,7,28,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1602,18,10,8,1,67,2,0,0,8,7,1,33,10,3,7,34,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1973,21,14,7,1,197,2,0,0,9,9,0,74,12,5,7,123,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1972,19,10,9,1,141,2,0,0,9,7,2,71,10,3,7,70,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1971,17,10,7,1,102,2,0,0,7,7,0,63,10,3,7,39,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1970,19,9,10,1,124,2,0,0,8,5,3,67,11,4,7,57,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1968,21,16,5,2,1838,2,0,0,8,8,0,1285,13,8,5,553,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey, Spencer Davis (guitar  vocals) Yoshikazu Fujimoto (drums) Bob Dylan (guitar  vocals),
1969,19,10,9,1,64,2,0,0,8,8,0,20,11,2,9,44,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1618,20,10,10,1,134,2,0,0,9,7,2,80,11,3,8,54,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1619,20,11,9,1,81,2,0,0,9,8,1,26,11,3,8,55,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1964,19,8,11,1,79,2,0,0,8,6,2,36,11,2,9,43,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1965,19,13,6,1,114,2,0,0,8,8,0,57,11,5,6,57,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1966,18,8,10,1,70,2,0,0,7,5,2,26,11,3,8,44,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1967,21,13,8,1,135,2,0,0,8,8,0,60,13,5,8,75,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey, Airto Moreira  Flora Purim  Diana Moreira,
1612,20,10,10,1,493,2,0,0,10,6,4,53,10,4,6,440,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1613,21,12,9,0,322,3,0,0,8,8,0,52,9,2,7,38,4,2,2,232,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey, Rick Danko (acoustic guitar  vocals)  Maria Muldaur (vocals  tambourine)  Terry Cagle (tambourine  drums)  John Cipollina (guitar) Rick Danko (acoustic guitar  vocals)  Maria Muldaur (vocals  tambourine)  Terry Cagle (tambourine  drums),
1962,22,8,14,3,168,2,0,0,8,6,2,42,14,2,12,126,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey, Clarence Clemons (sax) Baba Olatunji  Sikiru Adepoju  Kitaro,
1963,19,6,13,1,84,2,0,0,8,4,4,45,11,2,9,39,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1768,19,9,10,1,68,2,0,0,7,6,1,25,12,3,9,43,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1769,22,11,11,1,907,2,0,0,11,8,3,857,11,3,8,50,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1762,21,8,13,2,169,2,0,0,9,5,4,62,12,3,9,107,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1763,17,5,12,1,101,2,0,0,7,4,3,38,10,1,9,63,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1760,20,6,14,1,269,2,0,0,9,4,5,153,11,2,9,116,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1761,20,8,12,1,226,2,0,0,8,6,2,63,12,2,10,163,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1766,20,8,12,1,129,2,0,0,8,6,2,71,12,2,10,58,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1767,19,11,8,1,102,2,0,0,9,8,1,50,10,3,7,52,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1764,17,8,9,1,86,2,0,0,8,5,3,54,9,3,6,32,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1765,19,8,11,1,111,2,0,0,9,6,3,51,10,2,8,60,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1142,19,12,7,1,62,2,0,0,9,9,0,26,10,3,7,36,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
1143,22,14,8,1,87,2,0,0,10,8,2,34,12,6,6,53,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
1140,21,14,7,2,59,2,0,0,11,10,1,23,10,4,6,36,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
1141,18,11,7,2,75,2,0,0,9,7,2,33,9,4,5,42,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
1146,18,12,6,1,40,2,0,0,10,10,0,19,8,2,6,21,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
1147,21,14,7,1,64,2,0,0,10,8,2,23,11,6,5,41,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
1144,20,13,7,1,97,2,0,0,10,10,0,70,10,3,7,27,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
1145,19,12,7,1,56,2,0,0,10,8,2,24,9,4,5,32,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
1148,20,11,9,1,132,2,0,0,9,8,1,39,11,3,8,93,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
1149,20,12,8,1,115,2,0,0,9,8,1,30,11,4,7,85,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
1546,24,15,9,1,955,3,0,0,8,7,1,93,10,3,7,71,6,5,1,791,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey, Etta James  Tower of Power Matt Kelly John Cipollina,
1547,4,3,1,0,925,1,0,0,4,3,1,925,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob,,
1544,22,12,10,2,163,2,0,0,11,7,4,119,11,5,6,44,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1545,23,11,12,2,866,2,0,0,9,6,3,82,14,5,9,784,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey, Etta James  Tower of Power,
1542,21,10,11,1,66,2,0,0,10,7,3,35,11,3,8,31,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1543,19,7,12,1,83,2,0,0,9,5,4,56,10,2,8,27,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1540,25,11,14,1,111,2,0,0,11,7,4,58,14,4,10,53,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1541,15,7,8,0,31,2,0,0,6,5,1,8,9,2,7,23,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
698,10,9,1,0,35,2,0,0,4,4,0,9,6,5,1,26,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey,,
699,10,10,0,0,59,2,0,0,5,5,0,31,5,5,0,28,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey,,
1548,20,9,11,1,878,2,0,0,9,7,2,34,11,2,9,844,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1549,22,11,11,1,104,2,0,0,10,8,2,44,12,3,9,60,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
542,7,7,0,0,26,1,0,0,7,7,0,26,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey,,
1780,18,7,11,1,68,1,0,0,18,7,11,68,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
540,10,6,4,0,40,1,0,0,10,6,4,40,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey, Wayne Ceballos (vocals) Wayne Ceballos (vocals)  Gary Larkey (flute),
541,11,3,8,0,20,1,0,0,11,3,8,20,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey, Wayne Ceballos (vocals),
546,11,7,4,0,60,1,0,0,11,7,4,60,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey,,
547,15,9,6,0,317,1,0,0,15,9,6,317,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey, Tom Ralston (drums) Peter Grant (banjo)  Tom Ralston (drums),
544,12,6,6,0,50,1,0,0,12,6,6,50,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey,,
545,11,8,3,0,34,1,0,0,11,8,3,34,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey,,
548,9,9,0,0,19,1,0,0,9,9,0,19,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Tom  Bill  Mickey, Peter Grant (banjo)  John Dawson (vocals) Peter Grant (pedal steel) Peter Grant (banjo)  David Nelson (guitar),
1782,19,9,10,2,117,2,0,0,8,6,2,74,11,3,8,43,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1783,19,11,8,1,97,2,0,0,8,7,1,47,11,4,7,50,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1784,20,10,10,1,91,2,0,0,10,7,3,51,10,3,7,40,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey, Bob Dylan,
1785,18,8,10,1,97,2,0,0,6,6,0,47,12,2,10,50,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1786,18,9,9,1,87,2,0,0,8,6,2,46,10,3,7,41,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
765,5,5,0,0,7,1,0,0,5,5,0,7,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey, Jorma Kaukonen,
414,1,1,0,0,25,1,0,0,1,1,0,25,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey,,
415,13,2,11,0,103,2,0,0,4,1,3,51,9,1,8,52,[],[],[],0,Acustic,Jerry  Bob  Phil  Bill  Mickey,,
416,13,2,11,0,10,2,0,0,4,1,3,4,9,1,8,6,[],[],[],0,Acustic,Jerry  Bob  Phil  Bill  Mickey,,
1388,22,8,14,1,69,2,0,0,11,6,5,35,11,2,9,34,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1389,24,14,10,1,99,2,0,0,12,9,3,38,12,5,7,61,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
413,13,7,6,0,738,1,0,0,13,7,6,738,[],[],[],0,[],[],[],0,Acustic,Jerry  Phil  Mickey, Marvin (unknown) (harmonica),
1384,27,17,10,1,84,3,0,0,7,7,0,14,10,6,4,35,10,4,6,35,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey, Billy Cobham,
1385,29,14,15,1,1146,3,0,0,8,7,1,1084,9,5,4,28,12,2,10,34,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1386,24,12,12,1,61,2,0,0,12,8,4,28,12,4,8,33,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1387,18,11,7,1,55,2,0,0,8,8,0,22,10,3,7,33,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1380,31,17,14,1,117,3,0,0,10,8,2,30,9,7,2,45,12,2,10,42,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
419,7,3,4,0,74,1,0,0,7,3,4,74,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey,,
1382,29,17,12,1,101,3,0,0,9,8,1,19,10,7,3,34,10,2,8,48,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
1383,29,15,14,1,81,3,0,0,8,7,1,14,10,6,4,34,11,2,9,33,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
369,2,1,1,0,106,1,0,0,2,1,1,106,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey,,
360,6,6,0,0,52,1,0,0,6,6,0,52,[],[],[],0,[],[],[],0,Acustic,Jerry  Mickey,Jorma Kaukonen  Jack Casady  Elvin Bishop  Steve Miller  Will Scarlett,
361,3,3,0,0,31,1,0,0,3,3,0,31,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey,,
385,3,1,2,0,74,1,0,0,3,1,2,74,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey,,
386,13,5,8,1,191,2,0,0,7,3,4,89,6,2,4,102,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey,,
387,14,7,7,0,91,2,0,0,3,1,2,3,11,6,5,88,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey,,
388,12,3,9,0,10,1,0,0,12,3,9,10,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey,,
389,11,4,7,1,31,1,0,0,11,4,7,31,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill  Mickey,,
1253,23,14,9,1,116,2,0,0,11,10,1,31,12,4,8,85,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
2190,18,12,6,1,74,2,0,0,8,8,0,36,10,4,6,38,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2191,17,11,6,1,90,2,0,0,7,7,0,54,10,4,6,36,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2192,17,10,7,1,106,2,0,0,7,6,1,48,10,4,6,58,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2193,18,8,10,1,125,2,0,0,7,5,2,66,11,3,8,59,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2194,17,10,7,1,120,2,0,0,7,6,1,50,10,4,6,70,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2195,22,16,6,1,184,2,0,0,9,9,0,111,13,7,6,73,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2196,17,11,6,1,541,2,0,0,7,6,1,61,10,5,5,480,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2197,18,11,7,1,96,2,0,0,8,8,0,49,10,3,7,47,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2198,18,13,5,1,166,2,0,0,8,8,0,74,10,5,5,92,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2199,18,13,5,1,163,2,0,0,7,7,0,107,11,6,5,56,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
256,4,4,0,0,54,1,0,0,4,4,0,54,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill,,
257,1,1,0,0,3,1,0,0,1,1,0,3,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill,,
254,3,3,0,0,175,1,0,0,3,3,0,175,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill,,
2200,17,9,8,1,157,2,0,0,8,7,1,86,9,2,7,71,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2201,16,9,7,1,95,2,0,0,6,6,0,37,10,3,7,58,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2202,19,9,10,1,102,2,0,0,7,7,0,43,12,2,10,59,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2203,17,12,5,1,132,2,0,0,8,6,2,52,9,6,3,80,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2204,17,10,7,1,122,2,0,0,7,5,2,72,10,5,5,50,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2205,19,11,8,1,580,2,0,0,9,9,0,70,10,2,8,510,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2206,19,10,9,1,115,2,0,0,8,7,1,50,11,3,8,65,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bruce  Bill  Mickey,,
2207,18,11,7,2,51,2,0,0,6,6,0,21,12,5,7,30,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2208,17,12,5,1,94,2,0,0,7,7,0,49,10,5,5,45,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2209,16,7,9,1,89,2,0,0,6,5,1,32,10,2,8,57,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2428,18,13,5,1,83,2,0,0,7,7,0,45,11,6,5,38,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2429,16,10,6,1,62,2,0,0,6,6,0,31,10,4,6,31,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2420,18,11,7,1,121,2,0,0,8,7,1,55,10,4,6,66,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2421,14,9,5,1,128,2,0,0,5,5,0,61,9,4,5,67,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2422,20,10,10,1,172,2,0,0,8,6,2,94,12,4,8,78,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2423,20,12,8,1,295,2,0,0,8,8,0,204,12,4,8,91,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2424,17,11,6,1,147,2,0,0,7,7,0,72,10,4,6,75,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
1849,18,10,8,1,88,2,0,0,8,8,0,52,10,2,8,36,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
2426,16,9,7,1,93,2,0,0,6,6,0,38,10,3,7,55,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey,,
2427,18,10,8,1,121,2,0,0,7,6,1,67,11,4,7,54,[],[],[],0,Acustic,Jerry  Bob  Phil  Vince  Bill  Mickey, Willie Green (drums),
1848,19,13,6,2,105,2,0,0,8,8,0,41,11,5,6,64,[],[],[],0,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey,,
161,7,6,1,0,428,1,0,0,7,6,1,428,[],[],[],0,[],[],[],0,Acustic,Jerry  Bob  Phil  Pigpen  Bill,,
1841,33,23,10,2,125,3,0,0,8,8,0,39,10,1,9,73,15,14,1,13,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey, Bob Dylan,
1840,33,25,8,2,124,3,0,0,10,9,1,43,8,2,6,34,15,14,1,47,Acustic,Jerry  Bob  Phil  Brent  Bill  Mickey, Bob Dylan,
1090,22,12,10,1,50,2,0,0,11,10,1,28,11,2,9,22,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
1091,25,14,11,1,67,2,0,0,12,10,2,27,13,4,9,40,[],[],[],0,Acustic,Jerry  Bob  Phil  Keith  Donna  Bill  Mickey,,
